38.9354;-77.0284;3
44.9167;7.6667;1
16.85;-99.9167;20
30.076;-94.1062;3
33.6014;131.1842;2
32.9775;-117.0232;3
-31.4333;152.9167;6
34.1805;-91.9095;11
32.4767;-86.4136;1
40.7336;-8.1748;1
38.8954;-77.0297;14
39.1625;-76.6046;4
10.0739;-69.3228;15
38.8479;-120.0139;10
51.4786;6.1811;2
17.05;-96.7167;22
46.1346;-88.3601;1
33.2194;-117.2042;2
52.2195;6.8912;42
34.1453;-119.1091;1
47.4744;-0.6302;2
36.2943;-84.4292;1
38.5577;-90.4986;1
36.6224;-6.3586;2
48.64;2.2747;2
37.4426;-77.672;7
58.4167;15.6167;63
44.735;-89.61;1
56.3667;-4.0;1
48.6876;5.7176;1
-38.0333;145.3;2
33.5351;-117.7053;2
-28.9333;-49.4833;8
35.2344;-81.0809;1
42.1386;-124.2464;1
37.7591;-122.1359;6
43.749;7.417;4
33.7724;-116.3458;5
37.6786;-122.4764;1
40.8132;-74.0738;11
-23.6667;-46.5167;25
41.2888;-73.672;1
48.8138;2.235;7
52.2216;5.495;3
40.1384;-82.9106;31
55.1544;61.4297;55
43.2167;27.9167;30
40.6199;-74.4274;2
53.2764;5.657;8
43.1275;-71.5456;1
39.5545;-119.8062;30
38.2148;-85.7338;4
52.7843;6.3558;1
38.45;39.55;6
48.72;2.5394;7
37.3317;116.5717;20
-25.7259;28.3137;10
48.7167;21.25;22
33.2637;-96.9528;4
38.757;-77.1487;6
34.0753;-80.52;1
36.2558;-86.6991;1
41.4126;2.0188;2
36.6478;-121.6259;3
42.3412;-88.1137;26
36.9312;-76.2397;10
36.7144;-120.1561;1
-25.2667;-57.6667;12
39.3863;-119.8729;2
45.7333;7.3333;2
38.5517;-121.4501;1
45.775;-108.5262;9
42.297;-71.2196;1
44.4667;26.1333;6
-27.6667;153.1333;1
40.4678;-76.0285;1
28.0087;-82.7454;1
42.5021;-124.4125;1
15.0;30.0;44
41.7008;-71.3922;3
48.645;-4.3656;1
39.0837;-94.5838;35
39.08;-76.7844;10
62.9;27.6833;6
30.4629;-84.2446;43
59.95;11.0;1
38.8357;-77.3375;92
36.1415;-86.8599;1
-33.7576;25.3971;10
33.9883;-118.1869;4
39.0027;-76.8807;8
49.7874;1.6289;1
44.5185;-88.0232;16
38.7011;-87.7657;1
43.4647;-3.8044;14
50.5988;3.0906;1
45.1652;-93.1889;1
48.2;14.2833;1
33.4811;-117.2261;1
40.642;-74.82;1
19.8333;105.25;10
39.002;-121.0331;1
34.5929;-96.2864;1
29.9893;-97.8572;12
43.2314;-88.2468;1
47.4623;8.3879;2
40.8618;-73.3151;4
51.2833;-0.3167;1
53.8667;-0.6667;1
39.469;-87.3705;9
47.1925;5.3873;1
35.1681;-80.9153;35
56.0167;-3.8833;3
42.7975;-86.0962;2
51.3293;5.9829;1
32.3706;-90.1755;1
50.9833;12.9833;10
44.0708;12.4358;2
51.5333;-0.25;1
51.5058;-3.5772;3
30.336;-92.0465;3
44.3525;143.3525;10
39.7427;-105.1187;20
42.0448;-87.7011;2
44.749;-0.0739;1
41.8784;-71.3539;2
42.2541;-77.7907;20
-32.0278;115.7833;1
49.3586;6.0475;1
50.8;4.3167;9
55.6;13.0;75
57.2333;25.05;2
35.9098;-79.0781;3
33.5879;-84.6467;14
37.3537;-122.0307;14
43.0677;-70.8008;47
38.0711;-84.5934;2
47.3078;-122.3177;11
38.6839;-121.0526;23
37.6667;13.2333;1
37.1191;-3.584;4
42.1226;-70.8517;1
46.2933;15.3033;1
25.0389;102.7183;40
34.7;135.6167;1
-34.5703;-59.105;20
33.5712;-85.0961;10
-22.2167;-49.9333;4
32.9358;-96.7853;55
51.2167;6.7667;140
32.7244;-96.565;2
46.2244;0.6492;1
52.3913;20.7303;2
39.9393;-75.1063;3
37.9255;-122.3437;5
50.2333;11.7;7
55.6333;-3.1833;2
37.6211;-77.6515;3
38.8799;-94.5974;1
-33.3042;26.5328;3
51.8167;-0.8;23
49.9602;12.7007;2
37.2531;-121.6711;1
37.7781;-80.0591;1
40.9957;-111.8623;1
51.6167;7.5167;2
39.9767;-75.2586;3
-38.0333;145.1;1
33.711;-118.0438;7
39.8604;-93.6751;1
40.1545;-75.3809;5
49.7286;8.0033;1
46.5081;-114.1057;2
39.9757;-74.9439;28
-33.6667;151.3167;1
60.0167;11.0417;2
40.9263;-90.6713;1
44.1266;-72.6827;1
45.1715;5.7224;69
29.817;-95.5811;13
37.8726;-122.3044;20
35.3833;133.2667;10
48.606;2.4876;2
42.2833;-87.9606;7
34.8;137.9;19
44.2989;-88.0219;1
50.2976;18.6766;10
-37.8333;144.9667;4
34.4833;133.3667;2
-32.8448;18.5651;1
42.1623;-92.3167;1
41.3924;-83.649;10
28.505;-81.7897;22
39.243;-81.5772;2
44.8833;1.2167;1
43.0696;-89.4239;29
37.4333;140.65;36
46.9395;2.5395;19
63.0333;28.6667;8
30.3295;-94.0714;10
49.612;17.906;2
49.1706;-0.318;2
42.9721;-88.1305;3
36.9451;-2.463;1
10.5;-66.9167;378
38.6319;-122.8971;11
35.7039;-98.0028;1
26.009;-80.4091;3
30.4805;-87.1997;2
44.2782;-103.6297;2
49.1392;-0.3531;2
47.5513;-122.3741;3
40.4252;-104.7448;14
40.5975;-73.9979;2
40.6645;-86.7204;1
31.3076;-85.8806;8
41.2993;-96.1666;3
39.2167;9.1167;13
41.2438;-84.1594;1
36.7266;-79.8667;2
32.7555;-117.0701;2
38.6886;-75.0733;4
52.4321;5.0431;2
49.3554;16.0145;1
47.2167;9.5167;1
49.45;6.6333;1
31.1209;-93.1806;4
38.5137;-121.4979;2
51.45;0.15;6
33.8323;-117.8803;35
40.7411;-74.2293;3
60.8667;10.7667;1
44.7606;-74.9474;1
-33.963;22.4617;1
30.1678;-97.8225;10
40.2248;-75.0011;1
49.1675;9.8447;2
-19.5;-42.5333;10
49.2903;1.9634;1
52.0167;11.75;1
45.9443;-1.3063;1
42.2008;-88.043;22
61.7333;17.1125;2
1.3692;103.8497;3
30.251;-81.8499;2
48.9188;2.254;17
51.3333;3.2;1
32.6505;-117.1492;3
-23.5167;-46.8833;6
